min_samples_split,max_depth,time_taken,memory_used,accuracy,precision,recall,f1_score
3,3,0.00672149658203125,0.0,0.9,1.0,1.0,1.0
3,3,0.00672149658203125,0.0,0.9,0.8571428571428571,0.75,0.8
3,3,0.00672149658203125,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
3,3,0.00672149658203125,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
3,3,0.00672149658203125,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
3,10,0.00672149658203125,0.0,0.9,1.0,1.0,1.0
3,10,0.00672149658203125,0.0,0.9,0.8571428571428571,0.75,0.8
3,10,0.00672149658203125,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
3,10,0.00672149658203125,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
3,10,0.00672149658203125,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
3,10,0.007691383361816406,0.0,0.9333333333333333,1.0,1.0,1.0
3,10,0.007691383361816406,0.0,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
3,10,0.007691383361816406,0.0,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
3,10,0.007691383361816406,0.0,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
3,10,0.007691383361816406,0.0,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
3,10,0.006635904312133789,0.0,0.9333333333333333,Iris-setosa,1.0,1.0,1.0
3,10,0.006635904312133789,0.0,0.9333333333333333,Iris-versicolor,0.9411764705882353,0.8421052631578947,0.8888888888888888
3,10,0.006635904312133789,0.0,0.9333333333333333,Iris-virginica,0.85,0.9444444444444444,0.8947368421052632
3,10,0.006635904312133789,0.0,0.9333333333333333,macro avg,0.930392156862745,0.9288499025341131,0.9278752436647174
3,10,0.006635904312133789,0.0,0.9333333333333333,weighted avg,0.9363725490196078,0.9333333333333333,0.9332358674463938
3,10,0.008359670639038086,0.0,0.9333333333333333,1.0,1.0,1.0
3,10,0.008359670639038086,0.0,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
3,10,0.008359670639038086,0.0,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
3,10,0.008359670639038086,0.0,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
3,10,0.008359670639038086,0.0,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
4,10,0.005904197692871094,0.0,0.9333333333333333,1.0,1.0,1.0
4,10,0.005904197692871094,0.0,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
4,10,0.005904197692871094,0.0,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
4,10,0.005904197692871094,0.0,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
4,10,0.005904197692871094,0.0,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
4,10,0.6042187213897705,0.02734375,0.9333333333333333,1.0,1.0,1.0
4,10,0.6042187213897705,0.02734375,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
4,10,0.6042187213897705,0.02734375,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
4,10,0.6042187213897705,0.02734375,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
4,10,0.6042187213897705,0.02734375,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
4,10,0.3938155174255371,0.33984375,0.9333333333333333,1.0,1.0,1.0
4,10,0.3938155174255371,0.33984375,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
4,10,0.3938155174255371,0.33984375,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
4,10,0.3938155174255371,0.33984375,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
4,10,0.3938155174255371,0.33984375,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
4,10,0.06677484512329102,0.2890625,0.9333333333333333,1.0,1.0,1.0
4,10,0.06677484512329102,0.2890625,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
4,10,0.06677484512329102,0.2890625,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
4,10,0.06677484512329102,0.2890625,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
4,10,0.06677484512329102,0.2890625,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
4,10,0.07280778884887695,0.2890625,0.9333333333333333,1.0,1.0,1.0
4,10,0.07280778884887695,0.2890625,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
4,10,0.07280778884887695,0.2890625,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
4,10,0.07280778884887695,0.2890625,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
4,10,0.07280778884887695,0.2890625,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
4,10,0.24932861328125,0.27734375,0.9333333333333333,1.0,1.0,1.0
4,10,0.24932861328125,0.27734375,0.9333333333333333,0.9411764705882353,0.8421052631578947,0.8888888888888888
4,10,0.24932861328125,0.27734375,0.9333333333333333,0.85,0.9444444444444444,0.8947368421052632
4,10,0.24932861328125,0.27734375,0.9333333333333333,0.930392156862745,0.9288499025341131,0.9278752436647174
4,10,0.24932861328125,0.27734375,0.9333333333333333,0.9363725490196078,0.9333333333333333,0.9332358674463938
2,10,0.22396254539489746,0.30078125,0.9,1.0,1.0,1.0
2,10,0.22396254539489746,0.30078125,0.9,0.8571428571428571,0.75,0.8
2,10,0.22396254539489746,0.30078125,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.22396254539489746,0.30078125,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.22396254539489746,0.30078125,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.007470846176147461,0.265625,0.9,1.0,1.0,1.0
2,10,0.007470846176147461,0.265625,0.9,0.8571428571428571,0.75,0.8
2,10,0.007470846176147461,0.265625,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.007470846176147461,0.265625,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.007470846176147461,0.265625,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005852937698364258,0.0,0.9,1.0,1.0,1.0
2,10,0.005852937698364258,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005852937698364258,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005852937698364258,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005852937698364258,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005318164825439453,0.0,0.9,1.0,1.0,1.0
2,10,0.005318164825439453,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005318164825439453,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005318164825439453,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005318164825439453,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005419015884399414,0.0,0.9,1.0,1.0,1.0
2,10,0.005419015884399414,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005419015884399414,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005419015884399414,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005419015884399414,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005497932434082031,0.0,0.9,1.0,1.0,1.0
2,10,0.005497932434082031,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005497932434082031,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005497932434082031,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005497932434082031,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005915164947509766,0.0,0.9,1.0,1.0,1.0
2,10,0.005915164947509766,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005915164947509766,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005915164947509766,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005915164947509766,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.006107330322265625,0.0,0.9,1.0,1.0,1.0
2,10,0.006107330322265625,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.006107330322265625,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.006107330322265625,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.006107330322265625,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005181074142456055,0.0,0.9,1.0,1.0,1.0
2,10,0.005181074142456055,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005181074142456055,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005181074142456055,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005181074142456055,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005343914031982422,0.0,0.9,1.0,1.0,1.0
2,10,0.005343914031982422,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005343914031982422,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005343914031982422,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005343914031982422,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005443096160888672,0.0,0.9,1.0,1.0,1.0
2,10,0.005443096160888672,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005443096160888672,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005443096160888672,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005443096160888672,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.005586147308349609,0.0,0.9,1.0,1.0,1.0
2,10,0.005586147308349609,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.005586147308349609,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.005586147308349609,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.005586147308349609,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.00531315803527832,0.00390625,0.9,1.0,1.0,1.0
2,10,0.00531315803527832,0.00390625,0.9,0.8571428571428571,0.75,0.8
2,10,0.00531315803527832,0.00390625,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.00531315803527832,0.00390625,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.00531315803527832,0.00390625,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.0054090023040771484,0.0,0.9,1.0,1.0,1.0
2,10,0.0054090023040771484,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.0054090023040771484,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.0054090023040771484,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.0054090023040771484,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.0067768096923828125,0.0,0.9,1.0,1.0,1.0
2,10,0.0067768096923828125,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.0067768096923828125,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.0067768096923828125,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.0067768096923828125,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
2,10,0.00578618049621582,0.0,0.9,1.0,1.0,1.0
2,10,0.00578618049621582,0.0,0.9,0.8571428571428571,0.75,0.8
2,10,0.00578618049621582,0.0,0.9,0.7777777777777778,0.875,0.8235294117647058
2,10,0.00578618049621582,0.0,0.9,0.8783068783068783,0.875,0.8745098039215686
2,10,0.00578618049621582,0.0,0.9,0.9026455026455026,0.9,0.8996078431372548
